<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;60;19/01/23;120000;161.1400000
GAZP;60;19/01/23;130000;160.2400000
GAZP;60;19/01/23;140000;160.0900000
GAZP;60;19/01/23;150000;160.7600000
GAZP;60;19/01/23;160000;160.1900000
GAZP;60;19/01/23;170000;160.6100000
GAZP;60;19/01/23;180000;160.7700000
GAZP;60;19/01/23;190000;160.9900000
GAZP;60;19/01/23;200000;160.5700000
GAZP;60;19/01/23;210000;160.5700000
GAZP;60;19/01/23;220000;160.2400000
GAZP;60;19/01/23;230000;160.4000000
GAZP;60;20/01/23;000000;160.5300000
GAZP;60;20/01/23;110000;160.0600000
GAZP;60;20/01/23;120000;160.0000000
GAZP;60;20/01/23;130000;159.1000000
GAZP;60;20/01/23;140000;159.0900000
GAZP;60;20/01/23;150000;159.2400000
GAZP;60;20/01/23;160000;158.8900000
GAZP;60;20/01/23;170000;158.6700000
GAZP;60;20/01/23;180000;159.2600000
GAZP;60;20/01/23;190000;158.9000000
GAZP;60;20/01/23;200000;158.9400000
GAZP;60;20/01/23;210000;158.8700000
GAZP;60;20/01/23;220000;158.8000000
GAZP;60;20/01/23;230000;158.8600000
GAZP;60;21/01/23;000000;158.8500000
GAZP;60;23/01/23;110000;159.2100000
GAZP;60;23/01/23;120000;158.9400000
GAZP;60;23/01/23;130000;159.1600000
GAZP;60;23/01/23;140000;159.2900000
GAZP;60;23/01/23;150000;159.8400000
GAZP;60;23/01/23;160000;160.2000000
GAZP;60;23/01/23;170000;160.0300000
GAZP;60;23/01/23;180000;160.0000000
GAZP;60;23/01/23;190000;160.0000000
GAZP;60;23/01/23;200000;160.0200000
GAZP;60;23/01/23;210000;159.9200000
GAZP;60;23/01/23;220000;159.9900000
GAZP;60;23/01/23;230000;159.8700000
GAZP;60;24/01/23;000000;160.0600000
GAZP;60;24/01/23;110000;160.2000000
GAZP;60;24/01/23;120000;159.7200000
GAZP;60;24/01/23;130000;159.2300000
GAZP;60;24/01/23;140000;158.3100000
GAZP;60;24/01/23;150000;158.4800000
GAZP;60;24/01/23;160000;158.6800000
GAZP;60;24/01/23;170000;158.1900000
GAZP;60;24/01/23;180000;158.1400000
GAZP;60;24/01/23;190000;157.9500000
GAZP;60;24/01/23;200000;158.2000000
GAZP;60;24/01/23;210000;158.2500000
GAZP;60;24/01/23;220000;157.8900000
GAZP;60;24/01/23;230000;157.7700000
GAZP;60;25/01/23;000000;157.8800000
GAZP;60;25/01/23;110000;157.7100000
GAZP;60;25/01/23;120000;157.3000000
GAZP;60;25/01/23;130000;156.9300000
GAZP;60;25/01/23;140000;156.9500000
GAZP;60;25/01/23;150000;157.3700000
GAZP;60;25/01/23;160000;158.3600000
GAZP;60;25/01/23;170000;158.5200000
GAZP;60;25/01/23;180000;158.5500000
GAZP;60;25/01/23;190000;158.3900000
GAZP;60;25/01/23;200000;158.3900000
GAZP;60;25/01/23;210000;158.5400000
GAZP;60;25/01/23;220000;158.9500000
GAZP;60;25/01/23;230000;159.1200000
GAZP;60;26/01/23;000000;158.9900000
GAZP;60;26/01/23;110000;158.3000000
GAZP;60;26/01/23;120000;159.0200000
GAZP;60;26/01/23;130000;158.3400000
GAZP;60;26/01/23;140000;158.3400000
GAZP;60;26/01/23;150000;157.8200000
GAZP;60;26/01/23;160000;157.6600000
GAZP;60;26/01/23;170000;157.2800000
GAZP;60;26/01/23;180000;157.3100000
GAZP;60;26/01/23;190000;157.2400000
GAZP;60;26/01/23;200000;157.7400000
GAZP;60;26/01/23;210000;157.6600000
GAZP;60;26/01/23;220000;157.7200000
GAZP;60;26/01/23;230000;157.6900000
GAZP;60;27/01/23;000000;157.5800000
GAZP;60;27/01/23;110000;157.3800000
GAZP;60;27/01/23;120000;158.4400000
GAZP;60;27/01/23;130000;158.1500000
GAZP;60;27/01/23;140000;158.1300000
GAZP;60;27/01/23;150000;158.3600000
GAZP;60;27/01/23;160000;158.6500000
GAZP;60;27/01/23;170000;158.5600000
GAZP;60;27/01/23;180000;159.0500000
GAZP;60;27/01/23;190000;159.1500000
GAZP;60;27/01/23;200000;158.8000000
GAZP;60;27/01/23;210000;158.9600000
GAZP;60;27/01/23;220000;159.0800000
GAZP;60;27/01/23;230000;158.8400000
GAZP;60;28/01/23;000000;159.0800000
GAZP;60;30/01/23;110000;158.2900000
GAZP;60;30/01/23;120000;158.3900000
GAZP;60;30/01/23;130000;157.9500000
GAZP;60;30/01/23;140000;158.2000000
GAZP;60;30/01/23;150000;158.0100000
GAZP;60;30/01/23;160000;158.0000000
GAZP;60;30/01/23;170000;158.2400000
GAZP;60;30/01/23;180000;158.5300000
GAZP;60;30/01/23;190000;159.0400000
GAZP;60;30/01/23;200000;158.9000000
GAZP;60;30/01/23;210000;158.9100000
GAZP;60;30/01/23;220000;158.6600000
GAZP;60;30/01/23;230000;158.7000000
GAZP;60;31/01/23;000000;158.4100000
GAZP;60;31/01/23;110000;159.7900000
GAZP;60;31/01/23;120000;159.0800000
GAZP;60;31/01/23;130000;158.3200000
GAZP;60;31/01/23;140000;158.2900000
GAZP;60;31/01/23;150000;158.1800000
GAZP;60;31/01/23;160000;158.2200000
GAZP;60;31/01/23;170000;158.3100000
GAZP;60;31/01/23;180000;158.2300000
GAZP;60;31/01/23;190000;158.5700000
GAZP;60;31/01/23;200000;158.5400000
GAZP;60;31/01/23;210000;158.5400000
GAZP;60;31/01/23;220000;158.6000000
GAZP;60;31/01/23;230000;158.5800000
GAZP;60;01/02/23;000000;158.1000000
GAZP;60;01/02/23;110000;158.4100000
GAZP;60;01/02/23;120000;158.3200000
GAZP;60;01/02/23;130000;158.0900000
GAZP;60;01/02/23;140000;158.3700000
GAZP;60;01/02/23;150000;158.2800000
GAZP;60;01/02/23;160000;158.4800000
GAZP;60;01/02/23;170000;158.2000000
GAZP;60;01/02/23;180000;158.3800000
GAZP;60;01/02/23;190000;158.4900000
GAZP;60;01/02/23;200000;158.2300000
GAZP;60;01/02/23;210000;158.1400000
GAZP;60;01/02/23;220000;158.1000000
GAZP;60;01/02/23;230000;158.0300000
GAZP;60;02/02/23;000000;158.1200000
GAZP;60;02/02/23;110000;157.6100000
GAZP;60;02/02/23;120000;157.9500000
GAZP;60;02/02/23;130000;157.9300000
GAZP;60;02/02/23;140000;158.1400000
GAZP;60;02/02/23;150000;158.2100000
GAZP;60;02/02/23;160000;158.4800000
GAZP;60;02/02/23;170000;158.0600000
GAZP;60;02/02/23;180000;158.2700000
GAZP;60;02/02/23;190000;158.2700000
GAZP;60;02/02/23;200000;157.9500000
GAZP;60;02/02/23;210000;158.2000000
GAZP;60;02/02/23;220000;158.1500000
GAZP;60;02/02/23;230000;158.0600000
GAZP;60;03/02/23;000000;158.1000000
GAZP;60;03/02/23;110000;157.4200000
GAZP;60;03/02/23;120000;157.2300000
GAZP;60;03/02/23;130000;157.0400000
GAZP;60;03/02/23;140000;157.0700000
GAZP;60;03/02/23;150000;157.3600000
GAZP;60;03/02/23;160000;161.5100000
GAZP;60;03/02/23;170000;161.9900000
GAZP;60;03/02/23;180000;161.4000000
GAZP;60;03/02/23;190000;162.1800000
GAZP;60;03/02/23;200000;161.5900000
GAZP;60;03/02/23;210000;160.9200000
GAZP;60;03/02/23;220000;160.5000000
GAZP;60;03/02/23;230000;160.8300000
GAZP;60;04/02/23;000000;160.8700000
GAZP;60;06/02/23;110000;160.1500000
GAZP;60;06/02/23;120000;160.2500000
GAZP;60;06/02/23;130000;160.1100000
GAZP;60;06/02/23;140000;159.7500000
GAZP;60;06/02/23;150000;159.8800000
GAZP;60;06/02/23;160000;160.2000000
GAZP;60;06/02/23;170000;159.8700000
GAZP;60;06/02/23;180000;159.5900000
GAZP;60;06/02/23;190000;159.2000000
GAZP;60;06/02/23;200000;159.4800000
GAZP;60;06/02/23;210000;159.6700000
GAZP;60;06/02/23;220000;160.0500000
GAZP;60;06/02/23;230000;160.1300000
GAZP;60;07/02/23;000000;160.1400000
GAZP;60;07/02/23;110000;160.0200000
GAZP;60;07/02/23;120000;159.9700000
GAZP;60;07/02/23;130000;159.9400000
GAZP;60;07/02/23;140000;160.3300000
GAZP;60;07/02/23;150000;160.1000000
GAZP;60;07/02/23;160000;160.1300000
GAZP;60;07/02/23;170000;159.9500000
GAZP;60;07/02/23;180000;159.7500000
GAZP;60;07/02/23;190000;159.6100000
GAZP;60;07/02/23;200000;159.7800000
GAZP;60;07/02/23;210000;159.8500000
GAZP;60;07/02/23;220000;159.8500000
GAZP;60;07/02/23;230000;160.1000000
GAZP;60;08/02/23;000000;159.8700000
GAZP;60;08/02/23;110000;160.0000000
GAZP;60;08/02/23;120000;160.1000000
GAZP;60;08/02/23;130000;159.9400000
GAZP;60;08/02/23;140000;158.7200000
GAZP;60;08/02/23;150000;158.4200000
GAZP;60;08/02/23;160000;158.6800000
GAZP;60;08/02/23;170000;158.3400000
GAZP;60;08/02/23;180000;158.3800000
GAZP;60;08/02/23;190000;158.3200000
GAZP;60;08/02/23;200000;158.3100000
GAZP;60;08/02/23;210000;158.2900000
GAZP;60;08/02/23;220000;158.2000000
GAZP;60;08/02/23;230000;158.3700000
GAZP;60;09/02/23;000000;158.1800000
GAZP;60;09/02/23;110000;158.4400000
GAZP;60;09/02/23;120000;157.9400000
GAZP;60;09/02/23;130000;158.0800000
GAZP;60;09/02/23;140000;159.7800000
GAZP;60;09/02/23;150000;159.9300000
GAZP;60;09/02/23;160000;159.7900000
GAZP;60;09/02/23;170000;159.3900000
GAZP;60;09/02/23;180000;159.0500000
GAZP;60;09/02/23;190000;159.1500000
GAZP;60;09/02/23;200000;159.1200000
GAZP;60;09/02/23;210000;159.3800000
GAZP;60;09/02/23;220000;159.3800000
GAZP;60;09/02/23;230000;159.2500000
GAZP;60;10/02/23;000000;159.1900000
GAZP;60;10/02/23;110000;158.7100000
GAZP;60;10/02/23;120000;158.6400000
GAZP;60;10/02/23;130000;158.6500000
GAZP;60;10/02/23;140000;158.6400000
GAZP;60;10/02/23;150000;158.5900000
GAZP;60;10/02/23;160000;158.6400000
GAZP;60;10/02/23;170000;158.6500000
GAZP;60;10/02/23;180000;158.6800000
GAZP;60;10/02/23;190000;158.8600000
GAZP;60;10/02/23;200000;158.8700000
GAZP;60;10/02/23;210000;158.7400000
GAZP;60;10/02/23;220000;158.7400000
GAZP;60;10/02/23;230000;158.6900000
GAZP;60;11/02/23;000000;158.6800000
GAZP;60;13/02/23;110000;158.6000000
GAZP;60;13/02/23;120000;158.6000000
GAZP;60;13/02/23;130000;158.3400000
GAZP;60;13/02/23;140000;158.3500000
GAZP;60;13/02/23;150000;158.2400000
GAZP;60;13/02/23;160000;158.1600000
GAZP;60;13/02/23;170000;158.0900000
GAZP;60;13/02/23;180000;158.3300000
GAZP;60;13/02/23;190000;158.4900000
GAZP;60;13/02/23;200000;158.4100000
GAZP;60;13/02/23;210000;158.2300000
GAZP;60;13/02/23;220000;158.2000000
GAZP;60;13/02/23;230000;158.1500000
GAZP;60;14/02/23;000000;158.0100000
GAZP;60;14/02/23;110000;156.5900000
GAZP;60;14/02/23;120000;156.5500000
GAZP;60;14/02/23;130000;156.7800000
GAZP;60;14/02/23;140000;157.0000000
GAZP;60;14/02/23;150000;157.2300000
GAZP;60;14/02/23;160000;156.7800000
GAZP;60;14/02/23;170000;156.7900000
GAZP;60;14/02/23;180000;156.7600000
GAZP;60;14/02/23;190000;156.3500000
GAZP;60;14/02/23;200000;156.6100000
GAZP;60;14/02/23;210000;156.6000000
GAZP;60;14/02/23;220000;156.6000000
GAZP;60;14/02/23;230000;156.6700000
GAZP;60;15/02/23;000000;156.5200000
GAZP;60;15/02/23;110000;155.6700000
GAZP;60;15/02/23;120000;155.5400000
GAZP;60;15/02/23;130000;155.3700000
GAZP;60;15/02/23;140000;155.4400000
GAZP;60;15/02/23;150000;155.4300000
GAZP;60;15/02/23;160000;155.2700000
GAZP;60;15/02/23;170000;155.4100000
GAZP;60;15/02/23;180000;154.5700000
GAZP;60;15/02/23;190000;153.3000000
GAZP;60;15/02/23;200000;153.6700000
GAZP;60;15/02/23;210000;151.5200000
GAZP;60;15/02/23;220000;153.0100000
GAZP;60;15/02/23;230000;153.0000000
GAZP;60;16/02/23;000000;153.0900000
GAZP;60;16/02/23;110000;153.3000000
GAZP;60;16/02/23;120000;153.7400000
GAZP;60;16/02/23;130000;152.9000000
GAZP;60;16/02/23;140000;152.6900000
GAZP;60;16/02/23;150000;153.2000000
GAZP;60;16/02/23;160000;152.8200000
GAZP;60;16/02/23;170000;152.2400000
GAZP;60;16/02/23;180000;152.7400000
GAZP;60;16/02/23;190000;153.1000000
GAZP;60;16/02/23;200000;152.8800000
GAZP;60;16/02/23;210000;153.0300000
GAZP;60;16/02/23;220000;153.0300000
GAZP;60;16/02/23;230000;153.3100000
GAZP;60;17/02/23;000000;153.5600000
GAZP;60;17/02/23;110000;153.8200000
GAZP;60;17/02/23;120000;154.0500000
GAZP;60;17/02/23;130000;154.6500000
GAZP;60;17/02/23;140000;154.4700000
GAZP;60;17/02/23;150000;153.9000000
GAZP;60;17/02/23;160000;153.7000000
GAZP;60;17/02/23;170000;153.5800000
GAZP;60;17/02/23;180000;153.2800000
GAZP;60;17/02/23;190000;153.7800000
GAZP;60;17/02/23;200000;153.6100000
GAZP;60;17/02/23;210000;153.6500000
GAZP;60;17/02/23;220000;153.5300000
GAZP;60;17/02/23;230000;153.4500000
GAZP;60;18/02/23;000000;153.6200000
GAZP;60;20/02/23;110000;152.4700000
GAZP;60;20/02/23;120000;152.0100000
GAZP;60;20/02/23;130000;152.0800000
GAZP;60;20/02/23;140000;152.0800000
GAZP;60;20/02/23;150000;152.0800000
GAZP;60;20/02/23;160000;152.6600000
GAZP;60;20/02/23;170000;153.2700000
GAZP;60;20/02/23;180000;154.0600000
GAZP;60;20/02/23;190000;154.1000000
GAZP;60;20/02/23;200000;153.7300000
GAZP;60;20/02/23;210000;153.5000000
GAZP;60;20/02/23;220000;153.3500000
GAZP;60;20/02/23;230000;153.4000000
GAZP;60;21/02/23;000000;153.2400000
GAZP;60;21/02/23;110000;155.3000000
GAZP;60;21/02/23;120000;155.4800000
GAZP;60;21/02/23;130000;155.9100000
GAZP;60;21/02/23;140000;155.2300000
GAZP;60;21/02/23;150000;155.3700000
GAZP;60;21/02/23;160000;154.3800000
GAZP;60;21/02/23;170000;154.7200000
GAZP;60;21/02/23;180000;154.5800000
GAZP;60;21/02/23;190000;154.6500000
GAZP;60;21/02/23;200000;154.5900000
GAZP;60;21/02/23;210000;155.1800000
GAZP;60;21/02/23;220000;155.0000000
GAZP;60;21/02/23;230000;154.8800000
GAZP;60;22/02/23;000000;154.9700000
GAZP;60;22/02/23;110000;153.5500000
GAZP;60;22/02/23;120000;154.4100000
GAZP;60;22/02/23;130000;154.2900000
GAZP;60;22/02/23;140000;154.4900000
GAZP;60;22/02/23;150000;154.4000000
GAZP;60;22/02/23;160000;156.3800000
GAZP;60;22/02/23;170000;155.7900000
GAZP;60;22/02/23;180000;155.8100000
GAZP;60;22/02/23;190000;155.6700000
GAZP;60;22/02/23;200000;155.7300000
GAZP;60;22/02/23;210000;155.7000000
GAZP;60;22/02/23;220000;155.6900000
GAZP;60;22/02/23;230000;155.1100000
GAZP;60;23/02/23;000000;155.3100000
GAZP;60;24/02/23;110000;156.2200000
GAZP;60;24/02/23;120000;155.8000000
GAZP;60;24/02/23;130000;155.7100000
GAZP;60;24/02/23;140000;154.9000000
GAZP;60;24/02/23;150000;154.3500000
GAZP;60;24/02/23;160000;154.1400000
GAZP;60;24/02/23;170000;154.0300000
GAZP;60;24/02/23;180000;154.2100000
GAZP;60;24/02/23;190000;154.1500000
GAZP;60;24/02/23;200000;154.3900000
GAZP;60;24/02/23;210000;154.2700000
GAZP;60;24/02/23;220000;154.3000000
GAZP;60;24/02/23;230000;154.2200000
GAZP;60;25/02/23;000000;154.2200000
GAZP;60;27/02/23;110000;154.9200000
GAZP;60;27/02/23;120000;154.6800000
GAZP;60;27/02/23;130000;154.9700000
GAZP;60;27/02/23;140000;154.8700000
GAZP;60;27/02/23;150000;154.9200000
GAZP;60;27/02/23;160000;156.3000000
GAZP;60;27/02/23;170000;156.9100000
GAZP;60;27/02/23;180000;156.5100000
GAZP;60;27/02/23;190000;156.5200000
GAZP;60;27/02/23;200000;156.6800000
GAZP;60;27/02/23;210000;156.6200000
GAZP;60;27/02/23;220000;156.6400000
GAZP;60;27/02/23;230000;156.6100000
GAZP;60;28/02/23;000000;156.3400000
GAZP;60;28/02/23;110000;156.5100000
GAZP;60;28/02/23;120000;156.4200000
GAZP;60;28/02/23;130000;156.3000000
GAZP;60;28/02/23;140000;156.3000000
GAZP;60;28/02/23;150000;156.2100000
GAZP;60;28/02/23;160000;156.8700000
GAZP;60;28/02/23;170000;156.6200000
GAZP;60;28/02/23;180000;157.0600000
GAZP;60;28/02/23;190000;157.7200000
GAZP;60;28/02/23;200000;157.4200000
GAZP;60;28/02/23;210000;157.5800000
GAZP;60;28/02/23;220000;157.7000000
GAZP;60;28/02/23;230000;157.4100000
GAZP;60;01/03/23;000000;157.6600000
GAZP;60;01/03/23;110000;160.2400000
GAZP;60;01/03/23;120000;161.7500000
GAZP;60;01/03/23;130000;162.4500000
GAZP;60;01/03/23;140000;163.9700000
GAZP;60;01/03/23;150000;163.3300000
GAZP;60;01/03/23;160000;162.3200000
GAZP;60;01/03/23;170000;162.4500000
GAZP;60;01/03/23;180000;162.8600000
GAZP;60;01/03/23;190000;162.4400000
GAZP;60;01/03/23;200000;162.9100000
GAZP;60;01/03/23;210000;162.9800000
GAZP;60;01/03/23;220000;163.7700000
GAZP;60;01/03/23;230000;163.8400000
GAZP;60;02/03/23;000000;164.5000000
GAZP;60;02/03/23;110000;163.6400000
GAZP;60;02/03/23;120000;162.7900000
GAZP;60;02/03/23;130000;161.5200000
GAZP;60;02/03/23;140000;160.6700000
GAZP;60;02/03/23;150000;161.9100000
GAZP;60;02/03/23;160000;161.0100000
GAZP;60;02/03/23;170000;160.6600000
GAZP;60;02/03/23;180000;160.8300000
GAZP;60;02/03/23;190000;161.1900000
GAZP;60;02/03/23;200000;161.2000000
GAZP;60;02/03/23;210000;161.1000000
GAZP;60;02/03/23;220000;161.0700000
GAZP;60;02/03/23;230000;161.1700000
GAZP;60;03/03/23;000000;160.9000000
GAZP;60;03/03/23;110000;161.6300000
GAZP;60;03/03/23;120000;162.4100000
GAZP;60;03/03/23;130000;162.4700000
GAZP;60;03/03/23;140000;162.3800000
GAZP;60;03/03/23;150000;161.7700000
GAZP;60;03/03/23;160000;162.1500000
GAZP;60;03/03/23;170000;162.3900000
GAZP;60;03/03/23;180000;162.2900000
GAZP;60;03/03/23;190000;161.8000000
GAZP;60;03/03/23;200000;162.1700000
GAZP;60;03/03/23;210000;162.0400000
GAZP;60;03/03/23;220000;162.1300000
GAZP;60;03/03/23;230000;162.3800000
GAZP;60;04/03/23;000000;162.2700000
GAZP;60;06/03/23;110000;162.8500000
GAZP;60;06/03/23;120000;163.6100000
GAZP;60;06/03/23;130000;163.7600000
GAZP;60;06/03/23;140000;163.4600000
GAZP;60;06/03/23;150000;163.6000000
GAZP;60;06/03/23;160000;163.7000000
GAZP;60;06/03/23;170000;163.7700000
GAZP;60;06/03/23;180000;163.6600000
GAZP;60;06/03/23;190000;163.7100000
GAZP;60;06/03/23;200000;163.5600000
GAZP;60;06/03/23;210000;163.4000000
GAZP;60;06/03/23;220000;163.4300000
GAZP;60;06/03/23;230000;163.4700000
GAZP;60;07/03/23;000000;163.3500000
GAZP;60;07/03/23;110000;162.6100000
GAZP;60;07/03/23;120000;162.7300000
GAZP;60;07/03/23;130000;162.6900000
GAZP;60;07/03/23;140000;162.9000000
GAZP;60;07/03/23;150000;162.9500000
GAZP;60;07/03/23;160000;163.4600000
GAZP;60;07/03/23;170000;162.9400000
GAZP;60;07/03/23;180000;163.0800000
GAZP;60;07/03/23;190000;162.9000000
GAZP;60;07/03/23;200000;162.7000000
GAZP;60;07/03/23;210000;162.8100000
GAZP;60;07/03/23;220000;162.7600000
GAZP;60;07/03/23;230000;162.6500000
GAZP;60;08/03/23;000000;162.5700000
GAZP;60;09/03/23;110000;162.4600000
GAZP;60;09/03/23;120000;162.0600000
GAZP;60;09/03/23;130000;161.3500000
GAZP;60;09/03/23;140000;161.5600000
GAZP;60;09/03/23;150000;161.9400000
GAZP;60;09/03/23;160000;161.7500000
GAZP;60;09/03/23;170000;161.6900000
GAZP;60;09/03/23;180000;161.6800000
GAZP;60;09/03/23;190000;161.7500000
GAZP;60;09/03/23;200000;161.6100000
GAZP;60;09/03/23;210000;161.5100000
GAZP;60;09/03/23;220000;161.4500000
GAZP;60;09/03/23;230000;161.3100000
GAZP;60;10/03/23;000000;161.2100000
GAZP;60;10/03/23;110000;160.1800000
GAZP;60;10/03/23;120000;160.8900000
GAZP;60;10/03/23;130000;161.0500000
GAZP;60;10/03/23;140000;160.5000000
GAZP;60;10/03/23;150000;160.4500000
GAZP;60;10/03/23;160000;160.1800000
GAZP;60;10/03/23;170000;160.3400000
GAZP;60;10/03/23;180000;159.9900000
GAZP;60;10/03/23;190000;160.2000000
GAZP;60;10/03/23;200000;160.2000000
GAZP;60;10/03/23;210000;160.2000000
GAZP;60;10/03/23;220000;160.1000000
GAZP;60;10/03/23;230000;160.0000000
GAZP;60;11/03/23;000000;160.0400000
GAZP;60;13/03/23;110000;161.4100000
GAZP;60;13/03/23;120000;160.7100000
GAZP;60;13/03/23;130000;160.5000000
GAZP;60;13/03/23;140000;160.3600000
GAZP;60;13/03/23;150000;159.3600000
GAZP;60;13/03/23;160000;158.6900000
GAZP;60;13/03/23;170000;158.8200000
GAZP;60;13/03/23;180000;158.9100000
GAZP;60;13/03/23;190000;159.3000000
GAZP;60;13/03/23;200000;159.0600000
GAZP;60;13/03/23;210000;159.1200000
GAZP;60;13/03/23;220000;159.2100000
GAZP;60;13/03/23;230000;158.9700000
GAZP;60;14/03/23;000000;159.0300000
GAZP;60;14/03/23;110000;159.6200000
GAZP;60;14/03/23;120000;160.4000000
GAZP;60;14/03/23;130000;160.0200000
GAZP;60;14/03/23;140000;160.1000000
GAZP;60;14/03/23;150000;160.5000000
GAZP;60;14/03/23;160000;160.7600000
GAZP;60;14/03/23;170000;161.1400000
GAZP;60;14/03/23;180000;160.9900000
GAZP;60;14/03/23;190000;161.1700000
GAZP;60;14/03/23;200000;161.1300000
GAZP;60;14/03/23;210000;160.7500000
GAZP;60;14/03/23;220000;160.1300000
GAZP;60;14/03/23;230000;160.5500000
GAZP;60;15/03/23;000000;161.0000000
GAZP;60;15/03/23;110000;161.7400000
GAZP;60;15/03/23;120000;161.8000000
GAZP;60;15/03/23;130000;161.5100000
GAZP;60;15/03/23;140000;160.7100000
GAZP;60;15/03/23;150000;159.1100000
GAZP;60;15/03/23;160000;159.3800000
GAZP;60;15/03/23;170000;159.4000000
GAZP;60;15/03/23;180000;159.1900000
GAZP;60;15/03/23;190000;159.1500000
GAZP;60;15/03/23;200000;158.9500000
GAZP;60;15/03/23;210000;159.4200000
GAZP;60;15/03/23;220000;159.8400000
GAZP;60;15/03/23;230000;159.6500000
GAZP;60;16/03/23;000000;159.6800000
GAZP;60;16/03/23;110000;160.0600000
GAZP;60;16/03/23;120000;159.2600000
GAZP;60;16/03/23;130000;159.9500000
GAZP;60;16/03/23;140000;160.0600000
GAZP;60;16/03/23;150000;159.6500000
GAZP;60;16/03/23;160000;158.7600000
GAZP;60;16/03/23;170000;159.1300000
GAZP;60;16/03/23;180000;159.8000000
GAZP;60;16/03/23;190000;159.2800000
GAZP;60;16/03/23;200000;159.4500000
GAZP;60;16/03/23;210000;159.6600000
GAZP;60;16/03/23;220000;159.6500000
GAZP;60;16/03/23;230000;159.7100000
GAZP;60;17/03/23;000000;159.7100000
GAZP;60;17/03/23;110000;160.2600000
GAZP;60;17/03/23;120000;161.0400000
GAZP;60;17/03/23;130000;160.9700000
GAZP;60;17/03/23;140000;160.4000000
GAZP;60;17/03/23;150000;160.6900000
GAZP;60;17/03/23;160000;163.7800000
GAZP;60;17/03/23;170000;162.7000000
GAZP;60;17/03/23;180000;163.2500000
GAZP;60;17/03/23;190000;163.0800000
GAZP;60;17/03/23;200000;163.1800000
GAZP;60;17/03/23;210000;163.3100000
GAZP;60;17/03/23;220000;163.2800000
GAZP;60;17/03/23;230000;163.2300000
GAZP;60;18/03/23;000000;163.2900000
GAZP;60;20/03/23;110000;167.0600000
GAZP;60;20/03/23;120000;168.8200000
GAZP;60;20/03/23;130000;172.5500000
GAZP;60;20/03/23;140000;171.7800000
GAZP;60;20/03/23;150000;171.7700000
GAZP;60;20/03/23;160000;171.8900000
GAZP;60;20/03/23;170000;172.7600000
GAZP;60;20/03/23;180000;173.0200000
GAZP;60;20/03/23;190000;173.3300000
GAZP;60;20/03/23;200000;173.6800000
GAZP;60;20/03/23;210000;175.8000000
GAZP;60;20/03/23;220000;176.5000000
GAZP;60;20/03/23;230000;174.8400000
GAZP;60;21/03/23;000000;175.7000000
GAZP;60;21/03/23;110000;171.7700000
GAZP;60;21/03/23;120000;172.8800000
GAZP;60;21/03/23;130000;171.9900000
GAZP;60;21/03/23;140000;172.8800000
GAZP;60;21/03/23;150000;173.7300000
GAZP;60;21/03/23;160000;175.0000000
GAZP;60;21/03/23;170000;174.0300000
GAZP;60;21/03/23;180000;172.7700000
GAZP;60;21/03/23;190000;172.1300000
GAZP;60;21/03/23;200000;171.2800000
GAZP;60;21/03/23;210000;171.0600000
GAZP;60;21/03/23;220000;170.6300000
GAZP;60;21/03/23;230000;170.9000000
GAZP;60;22/03/23;000000;170.5500000
GAZP;60;22/03/23;110000;169.0800000
GAZP;60;22/03/23;120000;168.1000000
GAZP;60;22/03/23;130000;169.3400000
GAZP;60;22/03/23;140000;169.1200000
GAZP;60;22/03/23;150000;169.2400000
GAZP;60;22/03/23;160000;169.5800000
GAZP;60;22/03/23;170000;169.6600000
GAZP;60;22/03/23;180000;170.5000000
GAZP;60;22/03/23;190000;169.7200000
GAZP;60;22/03/23;200000;169.6300000
GAZP;60;22/03/23;210000;169.4500000
GAZP;60;22/03/23;220000;169.5200000
GAZP;60;22/03/23;230000;169.4000000
GAZP;60;23/03/23;000000;168.7200000
GAZP;60;23/03/23;110000;168.9300000
GAZP;60;23/03/23;120000;168.1800000
GAZP;60;23/03/23;130000;168.4500000
GAZP;60;23/03/23;140000;168.8300000
GAZP;60;23/03/23;150000;168.9900000
GAZP;60;23/03/23;160000;168.5900000
GAZP;60;23/03/23;170000;169.4700000
GAZP;60;23/03/23;180000;169.0000000
GAZP;60;23/03/23;190000;169.1000000
GAZP;60;23/03/23;200000;169.4000000
GAZP;60;23/03/23;210000;169.0500000
GAZP;60;23/03/23;220000;168.8900000
GAZP;60;23/03/23;230000;168.7800000
GAZP;60;24/03/23;000000;168.8400000
GAZP;60;24/03/23;110000;169.0500000
GAZP;60;24/03/23;120000;168.3300000
GAZP;60;24/03/23;130000;168.4400000
GAZP;60;24/03/23;140000;168.5400000
GAZP;60;24/03/23;150000;168.5200000
GAZP;60;24/03/23;160000;168.6700000
GAZP;60;24/03/23;170000;168.7500000
GAZP;60;24/03/23;180000;168.5800000
GAZP;60;24/03/23;190000;169.0000000
GAZP;60;24/03/23;200000;168.7200000
GAZP;60;24/03/23;210000;168.6900000
GAZP;60;24/03/23;220000;168.9100000
GAZP;60;24/03/23;230000;168.9600000
GAZP;60;25/03/23;000000;169.0300000
GAZP;60;27/03/23;110000;171.7500000
GAZP;60;27/03/23;120000;171.3700000
GAZP;60;27/03/23;130000;171.7100000
GAZP;60;27/03/23;140000;172.5800000
GAZP;60;27/03/23;150000;172.3000000
