<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;60;28/07/23;140000;172.0500000
GAZP;60;28/07/23;150000;172.0600000
GAZP;60;28/07/23;160000;171.8400000
GAZP;60;28/07/23;170000;171.8000000
GAZP;60;28/07/23;180000;171.8500000
GAZP;60;28/07/23;190000;171.9500000
GAZP;60;28/07/23;200000;171.9600000
GAZP;60;28/07/23;210000;171.7500000
GAZP;60;28/07/23;220000;171.4700000
GAZP;60;28/07/23;230000;171.5000000
GAZP;60;29/07/23;000000;171.4400000
GAZP;60;31/07/23;110000;172.4600000
GAZP;60;31/07/23;120000;172.3500000
GAZP;60;31/07/23;130000;172.3200000
GAZP;60;31/07/23;140000;173.5900000
GAZP;60;31/07/23;150000;173.7700000
GAZP;60;31/07/23;160000;173.9400000
GAZP;60;31/07/23;170000;173.9900000
GAZP;60;31/07/23;180000;173.9500000
GAZP;60;31/07/23;190000;173.9900000
GAZP;60;31/07/23;200000;174.1900000
GAZP;60;31/07/23;210000;174.5300000
GAZP;60;31/07/23;220000;174.3300000
GAZP;60;31/07/23;230000;174.3300000
GAZP;60;01/08/23;000000;174.3300000
GAZP;60;01/08/23;110000;173.7600000
GAZP;60;01/08/23;120000;173.4300000
GAZP;60;01/08/23;130000;174.2000000
GAZP;60;01/08/23;140000;174.3500000
GAZP;60;01/08/23;150000;174.1000000
GAZP;60;01/08/23;160000;173.9100000
GAZP;60;01/08/23;170000;173.6400000
GAZP;60;01/08/23;180000;172.8900000
GAZP;60;01/08/23;190000;172.8000000
GAZP;60;01/08/23;200000;173.0000000
GAZP;60;01/08/23;210000;172.9400000
GAZP;60;01/08/23;220000;172.9900000
GAZP;60;01/08/23;230000;173.1700000
GAZP;60;02/08/23;000000;173.2100000
GAZP;60;02/08/23;110000;172.9900000
GAZP;60;02/08/23;120000;173.8700000
GAZP;60;02/08/23;130000;173.4500000
GAZP;60;02/08/23;140000;173.4400000
GAZP;60;02/08/23;150000;174.4400000
GAZP;60;02/08/23;160000;174.2700000
GAZP;60;02/08/23;170000;174.8200000
GAZP;60;02/08/23;180000;174.2000000
GAZP;60;02/08/23;190000;173.9000000
GAZP;60;02/08/23;200000;174.4000000
GAZP;60;02/08/23;210000;174.2200000
GAZP;60;02/08/23;220000;174.1000000
GAZP;60;02/08/23;230000;174.0700000
GAZP;60;03/08/23;000000;174.0700000
GAZP;60;03/08/23;110000;173.5700000
GAZP;60;03/08/23;120000;173.9300000
GAZP;60;03/08/23;130000;174.4000000
GAZP;60;03/08/23;140000;174.5200000
GAZP;60;03/08/23;150000;174.4700000
GAZP;60;03/08/23;160000;176.3100000
GAZP;60;03/08/23;170000;176.3000000
GAZP;60;03/08/23;180000;176.3800000
GAZP;60;03/08/23;190000;176.6300000
GAZP;60;03/08/23;200000;176.7800000
GAZP;60;03/08/23;210000;176.5200000
GAZP;60;03/08/23;220000;176.4900000
GAZP;60;03/08/23;230000;176.7900000
GAZP;60;04/08/23;000000;177.1000000
GAZP;60;04/08/23;110000;177.6800000
GAZP;60;04/08/23;120000;176.9700000
GAZP;60;04/08/23;130000;177.5000000
GAZP;60;04/08/23;140000;177.2700000
GAZP;60;04/08/23;150000;176.0500000
GAZP;60;04/08/23;160000;174.9200000
GAZP;60;04/08/23;170000;175.3000000
GAZP;60;04/08/23;180000;175.1700000
GAZP;60;04/08/23;190000;174.2300000
GAZP;60;04/08/23;200000;173.6600000
GAZP;60;04/08/23;210000;174.1800000
GAZP;60;04/08/23;220000;174.0400000
GAZP;60;04/08/23;230000;173.8300000
GAZP;60;05/08/23;000000;173.4600000
GAZP;60;07/08/23;110000;174.4500000
GAZP;60;07/08/23;120000;175.0100000
GAZP;60;07/08/23;130000;174.1600000
GAZP;60;07/08/23;140000;174.6700000
GAZP;60;07/08/23;150000;174.1100000
GAZP;60;07/08/23;160000;173.8100000
GAZP;60;07/08/23;170000;174.2600000
GAZP;60;07/08/23;180000;173.4800000
GAZP;60;07/08/23;190000;172.5300000
GAZP;60;07/08/23;200000;172.8200000
GAZP;60;07/08/23;210000;172.5100000
GAZP;60;07/08/23;220000;173.3300000
GAZP;60;07/08/23;230000;173.2400000
GAZP;60;08/08/23;000000;172.5200000
GAZP;60;08/08/23;110000;171.9500000
GAZP;60;08/08/23;120000;171.5800000
GAZP;60;08/08/23;130000;171.1400000
GAZP;60;08/08/23;140000;171.4400000
GAZP;60;08/08/23;150000;172.1100000
GAZP;60;08/08/23;160000;171.9200000
GAZP;60;08/08/23;170000;172.1800000
GAZP;60;08/08/23;180000;172.3900000
GAZP;60;08/08/23;190000;172.1000000
GAZP;60;08/08/23;200000;172.5300000
GAZP;60;08/08/23;210000;172.4300000
GAZP;60;08/08/23;220000;172.4000000
GAZP;60;08/08/23;230000;172.5400000
GAZP;60;09/08/23;000000;172.7100000
GAZP;60;09/08/23;110000;172.6900000
GAZP;60;09/08/23;120000;172.7400000
GAZP;60;09/08/23;130000;172.6100000
GAZP;60;09/08/23;140000;172.3900000
GAZP;60;09/08/23;150000;172.7900000
GAZP;60;09/08/23;160000;172.8600000
GAZP;60;09/08/23;170000;173.9800000
GAZP;60;09/08/23;180000;173.7700000
GAZP;60;09/08/23;190000;173.3000000
GAZP;60;09/08/23;200000;173.7000000
GAZP;60;09/08/23;210000;173.6500000
GAZP;60;09/08/23;220000;173.7700000
GAZP;60;09/08/23;230000;174.1100000
GAZP;60;10/08/23;000000;174.5100000
GAZP;60;10/08/23;110000;176.1200000
GAZP;60;10/08/23;120000;175.9400000
GAZP;60;10/08/23;130000;176.3200000
GAZP;60;10/08/23;140000;176.1700000
GAZP;60;10/08/23;150000;176.9000000
GAZP;60;10/08/23;160000;176.4200000
GAZP;60;10/08/23;170000;177.1000000
GAZP;60;10/08/23;180000;176.3500000
GAZP;60;10/08/23;190000;176.4800000
GAZP;60;10/08/23;200000;176.2000000
GAZP;60;10/08/23;210000;176.1300000
GAZP;60;10/08/23;220000;175.9900000
GAZP;60;10/08/23;230000;176.5500000
GAZP;60;11/08/23;000000;176.6500000
GAZP;60;11/08/23;110000;176.1300000
GAZP;60;11/08/23;120000;175.6100000
GAZP;60;11/08/23;130000;175.5600000
GAZP;60;11/08/23;140000;175.6800000
GAZP;60;11/08/23;150000;175.8900000
GAZP;60;11/08/23;160000;176.2000000
GAZP;60;11/08/23;170000;175.9500000
GAZP;60;11/08/23;180000;175.9000000
GAZP;60;11/08/23;190000;175.5000000
GAZP;60;11/08/23;200000;175.9300000
GAZP;60;11/08/23;210000;176.1500000
GAZP;60;11/08/23;220000;175.9600000
GAZP;60;11/08/23;230000;176.0200000
GAZP;60;12/08/23;000000;176.3500000
GAZP;60;14/08/23;110000;179.8400000
GAZP;60;14/08/23;120000;182.3600000
GAZP;60;14/08/23;130000;182.8200000
GAZP;60;14/08/23;140000;183.0400000
GAZP;60;14/08/23;150000;182.0800000
GAZP;60;14/08/23;160000;182.0800000
GAZP;60;14/08/23;170000;182.9900000
GAZP;60;14/08/23;180000;179.4700000
GAZP;60;14/08/23;190000;177.0000000
GAZP;60;14/08/23;200000;177.5500000
GAZP;60;14/08/23;210000;175.9500000
GAZP;60;14/08/23;220000;177.2400000
GAZP;60;14/08/23;230000;176.9200000
GAZP;60;15/08/23;000000;177.0900000
GAZP;60;15/08/23;110000;177.9600000
GAZP;60;15/08/23;120000;178.3800000
GAZP;60;15/08/23;130000;178.2900000
GAZP;60;15/08/23;140000;178.5100000
GAZP;60;15/08/23;150000;178.4300000
GAZP;60;15/08/23;160000;177.3500000
GAZP;60;15/08/23;170000;177.6100000
GAZP;60;15/08/23;180000;177.8000000
GAZP;60;15/08/23;190000;176.1100000
GAZP;60;15/08/23;200000;176.6400000
GAZP;60;15/08/23;210000;176.5300000
GAZP;60;15/08/23;220000;176.5300000
GAZP;60;15/08/23;230000;175.5800000
GAZP;60;16/08/23;000000;176.1600000
GAZP;60;16/08/23;110000;175.4100000
GAZP;60;16/08/23;120000;174.3900000
GAZP;60;16/08/23;130000;173.8500000
GAZP;60;16/08/23;140000;173.6400000
GAZP;60;16/08/23;150000;173.1600000
GAZP;60;16/08/23;160000;174.2600000
GAZP;60;16/08/23;170000;174.3700000
GAZP;60;16/08/23;180000;174.6600000
GAZP;60;16/08/23;190000;173.8200000
GAZP;60;16/08/23;200000;174.3700000
GAZP;60;16/08/23;210000;174.1100000
GAZP;60;16/08/23;220000;173.8700000
GAZP;60;16/08/23;230000;174.1200000
GAZP;60;17/08/23;000000;174.1400000
GAZP;60;17/08/23;110000;174.4300000
GAZP;60;17/08/23;120000;174.7200000
GAZP;60;17/08/23;130000;173.3300000
GAZP;60;17/08/23;140000;173.9200000
GAZP;60;17/08/23;150000;173.8900000
GAZP;60;17/08/23;160000;173.5600000
GAZP;60;17/08/23;170000;173.6500000
GAZP;60;17/08/23;180000;173.4000000
GAZP;60;17/08/23;190000;173.7500000
GAZP;60;17/08/23;200000;173.7100000
GAZP;60;17/08/23;210000;173.7100000
GAZP;60;17/08/23;220000;173.8300000
GAZP;60;17/08/23;230000;173.9200000
GAZP;60;18/08/23;000000;174.1400000
GAZP;60;18/08/23;110000;173.4700000
GAZP;60;18/08/23;120000;173.6600000
GAZP;60;18/08/23;130000;173.7900000
GAZP;60;18/08/23;140000;173.9800000
GAZP;60;18/08/23;150000;174.0500000
GAZP;60;18/08/23;160000;173.7700000
GAZP;60;18/08/23;170000;173.8200000
GAZP;60;18/08/23;180000;174.1900000
GAZP;60;18/08/23;190000;175.2000000
GAZP;60;18/08/23;200000;174.8200000
GAZP;60;18/08/23;210000;175.1700000
GAZP;60;18/08/23;220000;175.2300000
GAZP;60;18/08/23;230000;175.6000000
GAZP;60;19/08/23;000000;175.4800000
GAZP;60;21/08/23;110000;176.5300000
GAZP;60;21/08/23;120000;176.2000000
GAZP;60;21/08/23;130000;176.5400000
GAZP;60;21/08/23;140000;177.1600000
GAZP;60;21/08/23;150000;177.0500000
GAZP;60;21/08/23;160000;177.2300000
GAZP;60;21/08/23;170000;176.3400000
GAZP;60;21/08/23;180000;176.4900000
GAZP;60;21/08/23;190000;176.2500000
GAZP;60;21/08/23;200000;176.3200000
GAZP;60;21/08/23;210000;176.3000000
GAZP;60;21/08/23;220000;176.4000000
GAZP;60;21/08/23;230000;176.3800000
GAZP;60;22/08/23;000000;176.3600000
GAZP;60;22/08/23;110000;175.9900000
GAZP;60;22/08/23;120000;175.9500000
GAZP;60;22/08/23;130000;175.8700000
GAZP;60;22/08/23;140000;175.6800000
GAZP;60;22/08/23;150000;175.6200000
GAZP;60;22/08/23;160000;176.1600000
GAZP;60;22/08/23;170000;175.7200000
GAZP;60;22/08/23;180000;175.9400000
GAZP;60;22/08/23;190000;176.2500000
GAZP;60;22/08/23;200000;176.0900000
GAZP;60;22/08/23;210000;176.1600000
GAZP;60;22/08/23;220000;176.6300000
GAZP;60;22/08/23;230000;176.5900000
GAZP;60;23/08/23;000000;176.4800000
GAZP;60;23/08/23;110000;176.3800000
GAZP;60;23/08/23;120000;175.7200000
GAZP;60;23/08/23;130000;176.0200000
GAZP;60;23/08/23;140000;175.5200000
GAZP;60;23/08/23;150000;175.0800000
GAZP;60;23/08/23;160000;174.7700000
GAZP;60;23/08/23;170000;175.0900000
GAZP;60;23/08/23;180000;175.2200000
GAZP;60;23/08/23;190000;174.8200000
GAZP;60;23/08/23;200000;175.0800000
GAZP;60;23/08/23;210000;174.2000000
GAZP;60;23/08/23;220000;173.8800000
GAZP;60;23/08/23;230000;173.3800000
GAZP;60;24/08/23;000000;173.6500000
GAZP;60;24/08/23;110000;174.1600000
GAZP;60;24/08/23;120000;174.4500000
GAZP;60;24/08/23;130000;174.3100000
GAZP;60;24/08/23;140000;173.7200000
GAZP;60;24/08/23;150000;174.4300000
GAZP;60;24/08/23;160000;174.4700000
GAZP;60;24/08/23;170000;174.3900000
GAZP;60;24/08/23;180000;174.9700000
GAZP;60;24/08/23;190000;175.2000000
GAZP;60;24/08/23;200000;175.3400000
GAZP;60;24/08/23;210000;175.1000000
GAZP;60;24/08/23;220000;175.0800000
GAZP;60;24/08/23;230000;175.0700000
GAZP;60;25/08/23;000000;174.9700000
GAZP;60;25/08/23;110000;174.4600000
GAZP;60;25/08/23;120000;174.4100000
GAZP;60;25/08/23;130000;174.4100000
GAZP;60;25/08/23;140000;174.5800000
GAZP;60;25/08/23;150000;174.6800000
GAZP;60;25/08/23;160000;174.5700000
GAZP;60;25/08/23;170000;174.5700000
GAZP;60;25/08/23;180000;174.9100000
GAZP;60;25/08/23;190000;175.1900000
GAZP;60;25/08/23;200000;175.2200000
GAZP;60;25/08/23;210000;174.9800000
GAZP;60;25/08/23;220000;175.0500000
GAZP;60;25/08/23;230000;174.8700000
GAZP;60;26/08/23;000000;174.7000000
GAZP;60;28/08/23;110000;176.4000000
GAZP;60;28/08/23;120000;176.0900000
GAZP;60;28/08/23;130000;176.0100000
GAZP;60;28/08/23;140000;175.6500000
GAZP;60;28/08/23;150000;176.1400000
GAZP;60;28/08/23;160000;176.1200000
GAZP;60;28/08/23;170000;175.8200000
GAZP;60;28/08/23;180000;176.1400000
GAZP;60;28/08/23;190000;176.3500000
GAZP;60;28/08/23;200000;176.4300000
GAZP;60;28/08/23;210000;176.4700000
GAZP;60;28/08/23;220000;176.3900000
GAZP;60;28/08/23;230000;176.2500000
GAZP;60;29/08/23;000000;176.2000000
GAZP;60;29/08/23;110000;175.8900000
GAZP;60;29/08/23;120000;177.4800000
GAZP;60;29/08/23;130000;179.9900000
GAZP;60;29/08/23;140000;179.7500000
GAZP;60;29/08/23;150000;179.3500000
GAZP;60;29/08/23;160000;178.7900000
GAZP;60;29/08/23;170000;179.0200000
GAZP;60;29/08/23;180000;178.8200000
GAZP;60;29/08/23;190000;179.3000000
GAZP;60;29/08/23;200000;179.5400000
GAZP;60;29/08/23;210000;180.1400000
GAZP;60;29/08/23;220000;180.2800000
GAZP;60;29/08/23;230000;178.9800000
GAZP;60;30/08/23;000000;178.6900000
GAZP;60;30/08/23;110000;178.1200000
GAZP;60;30/08/23;120000;177.9100000
GAZP;60;30/08/23;130000;178.5000000
GAZP;60;30/08/23;140000;178.0000000
GAZP;60;30/08/23;150000;178.0700000
GAZP;60;30/08/23;160000;177.5500000
GAZP;60;30/08/23;170000;177.1200000
GAZP;60;30/08/23;180000;177.1400000
GAZP;60;30/08/23;190000;177.2100000
GAZP;60;30/08/23;200000;177.6400000
GAZP;60;30/08/23;210000;177.4900000
GAZP;60;30/08/23;220000;177.4800000
GAZP;60;30/08/23;230000;177.4300000
GAZP;60;31/08/23;000000;177.4700000
GAZP;60;31/08/23;110000;178.5000000
GAZP;60;31/08/23;120000;178.4400000
GAZP;60;31/08/23;130000;177.8300000
GAZP;60;31/08/23;140000;177.8100000
GAZP;60;31/08/23;150000;177.9700000
GAZP;60;31/08/23;160000;177.9000000
GAZP;60;31/08/23;170000;177.4200000
GAZP;60;31/08/23;180000;177.5800000
GAZP;60;31/08/23;190000;177.9400000
GAZP;60;31/08/23;200000;177.7600000
GAZP;60;31/08/23;210000;178.0400000
GAZP;60;31/08/23;220000;177.9900000
GAZP;60;31/08/23;230000;178.1100000
GAZP;60;01/09/23;000000;177.9900000
GAZP;60;01/09/23;110000;178.0900000
GAZP;60;01/09/23;120000;178.2100000
GAZP;60;01/09/23;130000;177.8900000
GAZP;60;01/09/23;140000;177.7600000
GAZP;60;01/09/23;150000;177.9700000
GAZP;60;01/09/23;160000;178.1400000
GAZP;60;01/09/23;170000;178.0600000
GAZP;60;01/09/23;180000;178.4500000
GAZP;60;01/09/23;190000;178.8500000
GAZP;60;01/09/23;200000;178.4400000
GAZP;60;01/09/23;210000;178.2300000
GAZP;60;01/09/23;220000;178.2600000
GAZP;60;01/09/23;230000;178.2500000
GAZP;60;02/09/23;000000;178.2200000
GAZP;60;04/09/23;110000;178.9800000
GAZP;60;04/09/23;120000;179.6200000
GAZP;60;04/09/23;130000;179.5200000
GAZP;60;04/09/23;140000;179.6700000
GAZP;60;04/09/23;150000;179.6800000
GAZP;60;04/09/23;160000;179.2000000
GAZP;60;04/09/23;170000;181.1400000
GAZP;60;04/09/23;180000;180.7400000
GAZP;60;04/09/23;190000;180.9100000
GAZP;60;04/09/23;200000;180.9300000
GAZP;60;04/09/23;210000;180.7900000
GAZP;60;04/09/23;220000;181.0100000
GAZP;60;04/09/23;230000;181.1400000
GAZP;60;05/09/23;000000;181.1100000
GAZP;60;05/09/23;110000;181.9400000
GAZP;60;05/09/23;120000;181.7500000
GAZP;60;05/09/23;130000;179.9100000
GAZP;60;05/09/23;140000;180.1600000
GAZP;60;05/09/23;150000;179.8100000
GAZP;60;05/09/23;160000;180.2300000
GAZP;60;05/09/23;170000;180.5000000
GAZP;60;05/09/23;180000;179.9700000
GAZP;60;05/09/23;190000;179.8000000
GAZP;60;05/09/23;200000;181.0900000
GAZP;60;05/09/23;210000;181.0300000
GAZP;60;05/09/23;220000;181.8500000
GAZP;60;05/09/23;230000;181.9900000
GAZP;60;06/09/23;000000;182.4800000
GAZP;60;06/09/23;110000;183.0700000
GAZP;60;06/09/23;120000;181.9100000
GAZP;60;06/09/23;130000;182.2400000
GAZP;60;06/09/23;140000;181.5500000
GAZP;60;06/09/23;150000;181.7100000
GAZP;60;06/09/23;160000;182.0200000
GAZP;60;06/09/23;170000;182.3800000
GAZP;60;06/09/23;180000;182.1900000
GAZP;60;06/09/23;190000;181.3200000
GAZP;60;06/09/23;200000;181.7900000
GAZP;60;06/09/23;210000;181.1300000
GAZP;60;06/09/23;220000;180.8400000
GAZP;60;06/09/23;230000;181.0000000
GAZP;60;07/09/23;000000;180.9600000
GAZP;60;07/09/23;110000;180.9400000
GAZP;60;07/09/23;120000;180.5700000
GAZP;60;07/09/23;130000;180.4500000
GAZP;60;07/09/23;140000;178.6200000
GAZP;60;07/09/23;150000;178.8500000
GAZP;60;07/09/23;160000;178.4800000
GAZP;60;07/09/23;170000;178.3600000
GAZP;60;07/09/23;180000;177.1000000
GAZP;60;07/09/23;190000;177.0500000
GAZP;60;07/09/23;200000;177.6500000
GAZP;60;07/09/23;210000;177.6800000
GAZP;60;07/09/23;220000;177.8700000
GAZP;60;07/09/23;230000;177.8800000
GAZP;60;08/09/23;000000;177.6400000
GAZP;60;08/09/23;110000;175.7000000
GAZP;60;08/09/23;120000;176.2200000
GAZP;60;08/09/23;130000;175.8000000
GAZP;60;08/09/23;140000;176.1300000
GAZP;60;08/09/23;150000;176.6000000
GAZP;60;08/09/23;160000;176.4000000
GAZP;60;08/09/23;170000;176.1600000
GAZP;60;08/09/23;180000;176.1800000
GAZP;60;08/09/23;190000;175.7000000
GAZP;60;08/09/23;200000;176.0300000
GAZP;60;08/09/23;210000;176.0100000
GAZP;60;08/09/23;220000;175.9500000
GAZP;60;08/09/23;230000;176.0900000
GAZP;60;09/09/23;000000;175.9500000
GAZP;60;11/09/23;110000;176.8000000
GAZP;60;11/09/23;120000;176.1900000
GAZP;60;11/09/23;130000;175.9800000
GAZP;60;11/09/23;140000;175.5100000
GAZP;60;11/09/23;150000;175.8000000
GAZP;60;11/09/23;160000;175.5500000
GAZP;60;11/09/23;170000;175.6900000
GAZP;60;11/09/23;180000;174.9100000
GAZP;60;11/09/23;190000;175.2000000
GAZP;60;11/09/23;200000;174.8300000
GAZP;60;11/09/23;210000;174.8800000
GAZP;60;11/09/23;220000;174.5000000
GAZP;60;11/09/23;230000;174.1200000
GAZP;60;12/09/23;000000;174.6400000
GAZP;60;12/09/23;110000;175.7900000
GAZP;60;12/09/23;120000;175.9100000
GAZP;60;12/09/23;130000;175.5500000
GAZP;60;12/09/23;140000;175.5900000
GAZP;60;12/09/23;150000;175.4500000
GAZP;60;12/09/23;160000;175.1800000
GAZP;60;12/09/23;170000;175.4600000
GAZP;60;12/09/23;180000;175.7600000
GAZP;60;12/09/23;190000;176.5000000
GAZP;60;12/09/23;200000;177.0500000
GAZP;60;12/09/23;210000;177.0600000
GAZP;60;12/09/23;220000;177.0800000
GAZP;60;12/09/23;230000;177.6000000
GAZP;60;13/09/23;000000;177.6200000
GAZP;60;13/09/23;110000;177.2500000
GAZP;60;13/09/23;120000;176.5200000
GAZP;60;13/09/23;130000;176.2400000
GAZP;60;13/09/23;140000;176.2000000
GAZP;60;13/09/23;150000;175.5600000
GAZP;60;13/09/23;160000;175.5800000
GAZP;60;13/09/23;170000;174.7300000
GAZP;60;13/09/23;180000;174.9500000
GAZP;60;13/09/23;190000;174.5700000
GAZP;60;13/09/23;200000;174.8700000
GAZP;60;13/09/23;210000;175.0500000
GAZP;60;13/09/23;220000;175.2400000
GAZP;60;13/09/23;230000;174.7000000
GAZP;60;14/09/23;000000;174.9400000
GAZP;60;14/09/23;110000;174.3300000
GAZP;60;14/09/23;120000;173.8900000
GAZP;60;14/09/23;130000;173.7200000
GAZP;60;14/09/23;140000;173.9600000
GAZP;60;14/09/23;150000;174.3400000
GAZP;60;14/09/23;160000;173.8200000
GAZP;60;14/09/23;170000;174.5700000
GAZP;60;14/09/23;180000;174.1600000
GAZP;60;14/09/23;190000;174.7000000
GAZP;60;14/09/23;200000;174.0400000
GAZP;60;14/09/23;210000;173.9100000
GAZP;60;14/09/23;220000;173.9500000
GAZP;60;14/09/23;230000;173.7100000
GAZP;60;15/09/23;000000;173.5200000
GAZP;60;15/09/23;110000;173.6700000
GAZP;60;15/09/23;120000;173.4900000
GAZP;60;15/09/23;130000;173.5900000
GAZP;60;15/09/23;140000;173.7800000
GAZP;60;15/09/23;150000;174.1600000
GAZP;60;15/09/23;160000;173.8700000
GAZP;60;15/09/23;170000;174.0500000
GAZP;60;15/09/23;180000;173.8200000
GAZP;60;15/09/23;190000;174.3000000
GAZP;60;15/09/23;200000;174.0100000
GAZP;60;15/09/23;210000;174.0200000
GAZP;60;15/09/23;220000;173.8500000
GAZP;60;15/09/23;230000;173.9800000
GAZP;60;16/09/23;000000;173.7900000
GAZP;60;18/09/23;110000;174.1500000
GAZP;60;18/09/23;120000;173.9400000
GAZP;60;18/09/23;130000;173.3900000
GAZP;60;18/09/23;140000;173.4100000
GAZP;60;18/09/23;150000;172.8600000
GAZP;60;18/09/23;160000;172.9600000
GAZP;60;18/09/23;170000;172.7100000
GAZP;60;18/09/23;180000;172.5900000
GAZP;60;18/09/23;190000;172.6500000
GAZP;60;18/09/23;200000;172.2300000
GAZP;60;18/09/23;210000;172.4500000
GAZP;60;18/09/23;220000;172.6800000
GAZP;60;18/09/23;230000;172.7100000
GAZP;60;19/09/23;000000;172.8000000
GAZP;60;19/09/23;110000;172.9100000
GAZP;60;19/09/23;120000;171.7200000
GAZP;60;19/09/23;130000;170.9600000
GAZP;60;19/09/23;140000;171.0000000
GAZP;60;19/09/23;150000;171.0100000
GAZP;60;19/09/23;160000;169.3800000
GAZP;60;19/09/23;170000;170.2200000
GAZP;60;19/09/23;180000;170.2500000
GAZP;60;19/09/23;190000;170.4800000
GAZP;60;19/09/23;200000;170.1200000
GAZP;60;19/09/23;210000;170.1400000
GAZP;60;19/09/23;220000;169.5600000
GAZP;60;19/09/23;230000;169.2000000
GAZP;60;20/09/23;000000;168.9300000
GAZP;60;20/09/23;110000;167.6400000
GAZP;60;20/09/23;120000;168.6400000
GAZP;60;20/09/23;130000;169.6000000
GAZP;60;20/09/23;140000;168.9800000
GAZP;60;20/09/23;150000;169.2900000
GAZP;60;20/09/23;160000;169.3900000
GAZP;60;20/09/23;170000;169.9000000
GAZP;60;20/09/23;180000;169.2100000
GAZP;60;20/09/23;190000;169.1900000
GAZP;60;20/09/23;200000;169.3500000
GAZP;60;20/09/23;210000;169.4300000
GAZP;60;20/09/23;220000;169.5600000
GAZP;60;20/09/23;230000;169.2400000
GAZP;60;21/09/23;000000;169.1100000
GAZP;60;21/09/23;110000;168.6700000
GAZP;60;21/09/23;120000;168.0600000
GAZP;60;21/09/23;130000;167.4200000
GAZP;60;21/09/23;140000;168.1000000
GAZP;60;21/09/23;150000;167.7400000
GAZP;60;21/09/23;160000;166.5600000
GAZP;60;21/09/23;170000;167.1600000
GAZP;60;21/09/23;180000;166.8200000
GAZP;60;21/09/23;190000;166.0500000
GAZP;60;21/09/23;200000;166.3800000
GAZP;60;21/09/23;210000;166.1300000
GAZP;60;21/09/23;220000;166.2000000
GAZP;60;21/09/23;230000;166.0000000
GAZP;60;22/09/23;000000;165.8500000
GAZP;60;22/09/23;110000;166.1400000
GAZP;60;22/09/23;120000;165.5800000
GAZP;60;22/09/23;130000;165.6600000
GAZP;60;22/09/23;140000;165.7800000
GAZP;60;22/09/23;150000;166.0300000
GAZP;60;22/09/23;160000;166.4700000
GAZP;60;22/09/23;170000;166.7300000
GAZP;60;22/09/23;180000;166.7900000
GAZP;60;22/09/23;190000;166.7000000
GAZP;60;22/09/23;200000;166.7700000
GAZP;60;22/09/23;210000;166.9000000
GAZP;60;22/09/23;220000;166.6900000
GAZP;60;22/09/23;230000;166.6400000
GAZP;60;23/09/23;000000;166.7000000
GAZP;60;25/09/23;110000;166.9500000
GAZP;60;25/09/23;120000;167.0000000
GAZP;60;25/09/23;130000;166.1200000
GAZP;60;25/09/23;140000;165.8100000
GAZP;60;25/09/23;150000;165.6500000
GAZP;60;25/09/23;160000;165.5800000
GAZP;60;25/09/23;170000;165.5000000
GAZP;60;25/09/23;180000;165.8400000
GAZP;60;25/09/23;190000;166.8000000
GAZP;60;25/09/23;200000;166.2700000
GAZP;60;25/09/23;210000;166.3200000
GAZP;60;25/09/23;220000;166.2700000
GAZP;60;25/09/23;230000;166.1200000
GAZP;60;26/09/23;000000;165.8700000
GAZP;60;26/09/23;110000;165.3800000
GAZP;60;26/09/23;120000;163.9000000
GAZP;60;26/09/23;130000;164.2000000
GAZP;60;26/09/23;140000;164.1400000
GAZP;60;26/09/23;150000;164.2800000
GAZP;60;26/09/23;160000;164.3500000
GAZP;60;26/09/23;170000;164.3400000
GAZP;60;26/09/23;180000;165.2000000
GAZP;60;26/09/23;190000;165.8500000
GAZP;60;26/09/23;200000;165.2400000
GAZP;60;26/09/23;210000;165.3200000
GAZP;60;26/09/23;220000;165.1400000
GAZP;60;26/09/23;230000;165.2600000
GAZP;60;27/09/23;000000;165.3600000
GAZP;60;27/09/23;110000;166.5800000
GAZP;60;27/09/23;120000;166.3800000
GAZP;60;27/09/23;130000;166.4100000
GAZP;60;27/09/23;140000;166.2800000
GAZP;60;27/09/23;150000;166.5000000
GAZP;60;27/09/23;160000;166.3700000
GAZP;60;27/09/23;170000;165.7400000
GAZP;60;27/09/23;180000;165.4400000
GAZP;60;27/09/23;190000;165.5100000
GAZP;60;27/09/23;200000;165.8200000
GAZP;60;27/09/23;210000;165.8500000
GAZP;60;27/09/23;220000;165.8100000
GAZP;60;27/09/23;230000;165.8500000
GAZP;60;28/09/23;000000;165.5300000
GAZP;60;28/09/23;110000;166.7100000
GAZP;60;28/09/23;120000;166.4900000
GAZP;60;28/09/23;130000;166.7700000
GAZP;60;28/09/23;140000;167.1900000
GAZP;60;28/09/23;150000;166.5300000
GAZP;60;28/09/23;160000;166.7500000
GAZP;60;28/09/23;170000;166.8800000
GAZP;60;28/09/23;180000;166.8500000
GAZP;60;28/09/23;190000;167.1700000
GAZP;60;28/09/23;200000;167.2600000
GAZP;60;28/09/23;210000;167.8300000
GAZP;60;28/09/23;220000;168.8400000
GAZP;60;28/09/23;230000;169.3000000
GAZP;60;29/09/23;000000;169.5800000
GAZP;60;29/09/23;110000;169.0100000
GAZP;60;29/09/23;120000;169.1900000
GAZP;60;29/09/23;130000;169.2000000
GAZP;60;29/09/23;140000;169.6500000
GAZP;60;29/09/23;150000;168.1800000
GAZP;60;29/09/23;160000;167.4000000
GAZP;60;29/09/23;170000;167.2400000
