<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
SBER;60;08/05/23;170000;238.6500000;3600590
SBER;60;08/05/23;180000;238.1600000;3142430
SBER;60;08/05/23;190000;238.9000000;4344260
SBER;60;08/05/23;200000;238.2100000;2228710
SBER;60;08/05/23;210000;238.5400000;1338210
SBER;60;08/05/23;220000;238.2200000;2196500
SBER;60;08/05/23;230000;238.5300000;2882650
SBER;60;09/05/23;000000;238.2700000;6107710
SBER;60;10/05/23;110000;221.9200000;68959010
SBER;60;10/05/23;120000;221.7800000;15114730
SBER;60;10/05/23;130000;221.3700000;9091440
SBER;60;10/05/23;140000;220.9100000;8541300
SBER;60;10/05/23;150000;220.6000000;5419950
SBER;60;10/05/23;160000;222.0200000;5611000
SBER;60;10/05/23;170000;222.3900000;8915230
SBER;60;10/05/23;180000;222.4500000;3868810
SBER;60;10/05/23;190000;222.7000000;2564750
SBER;60;10/05/23;200000;224.1400000;6042720
SBER;60;10/05/23;210000;225.0000000;4126840
SBER;60;10/05/23;220000;226.3900000;6554030
SBER;60;10/05/23;230000;226.5500000;5826720
SBER;60;11/05/23;000000;227.0600000;3498330
SBER;60;11/05/23;110000;231.4800000;32999850
SBER;60;11/05/23;120000;233.3500000;22071250
SBER;60;11/05/23;130000;234.8800000;14563800
SBER;60;11/05/23;140000;231.0600000;20517180
SBER;60;11/05/23;150000;230.5700000;19450570
SBER;60;11/05/23;160000;231.3100000;7639930
SBER;60;11/05/23;170000;231.9400000;4457050
SBER;60;11/05/23;180000;232.2400000;5551210
SBER;60;11/05/23;190000;232.6400000;1879790
SBER;60;11/05/23;200000;233.1100000;3390100
SBER;60;11/05/23;210000;230.8500000;7003840
SBER;60;11/05/23;220000;228.1600000;33743010
SBER;60;11/05/23;230000;228.4100000;18755440
SBER;60;12/05/23;000000;229.3200000;5014360
SBER;60;12/05/23;110000;230.1000000;22471440
SBER;60;12/05/23;120000;228.0200000;8117930
SBER;60;12/05/23;130000;228.1900000;7927440
SBER;60;12/05/23;140000;227.4500000;3983020
SBER;60;12/05/23;150000;226.9000000;4986640
SBER;60;12/05/23;160000;227.4900000;3617480
SBER;60;12/05/23;170000;227.8900000;3709400
SBER;60;12/05/23;180000;227.9300000;2179650
SBER;60;12/05/23;190000;228.8600000;1884590
SBER;60;12/05/23;200000;227.8800000;3240590
SBER;60;12/05/23;210000;228.2500000;955100
SBER;60;12/05/23;220000;228.2500000;815880
SBER;60;12/05/23;230000;229.6900000;2579690
SBER;60;13/05/23;000000;229.2900000;3362970
SBER;60;15/05/23;110000;230.0800000;12837190
SBER;60;15/05/23;120000;229.2100000;4662890
SBER;60;15/05/23;130000;229.9900000;2141100
SBER;60;15/05/23;140000;229.8100000;1806210
SBER;60;15/05/23;150000;229.2800000;2901900
SBER;60;15/05/23;160000;229.6800000;3270700
SBER;60;15/05/23;170000;229.0000000;1930130
SBER;60;15/05/23;180000;229.8700000;4971320
SBER;60;15/05/23;190000;231.1500000;6490070
SBER;60;15/05/23;200000;230.7500000;3098160
SBER;60;15/05/23;210000;230.5900000;886820
SBER;60;15/05/23;220000;230.8500000;936800
SBER;60;15/05/23;230000;231.1800000;1386670
SBER;60;16/05/23;000000;231.7000000;1553410
SBER;60;16/05/23;110000;230.6700000;10376360
SBER;60;16/05/23;120000;230.4600000;4643200
SBER;60;16/05/23;130000;229.9200000;4287240
SBER;60;16/05/23;140000;229.8700000;3053950
SBER;60;16/05/23;150000;229.7600000;2957080
SBER;60;16/05/23;160000;230.2200000;1715440
SBER;60;16/05/23;170000;230.0300000;1778340
SBER;60;16/05/23;180000;230.0900000;1056530
SBER;60;16/05/23;190000;230.4800000;1728710
SBER;60;16/05/23;200000;230.5500000;2077860
SBER;60;16/05/23;210000;230.7200000;469680
SBER;60;16/05/23;220000;230.9300000;961140
SBER;60;16/05/23;230000;230.6600000;496440
SBER;60;17/05/23;000000;230.6200000;827370
SBER;60;17/05/23;110000;229.2100000;8790610
SBER;60;17/05/23;120000;229.2200000;4621660
SBER;60;17/05/23;130000;229.7700000;1556560
SBER;60;17/05/23;140000;229.7300000;2135480
SBER;60;17/05/23;150000;229.2200000;1399360
SBER;60;17/05/23;160000;229.9000000;1159400
SBER;60;17/05/23;170000;230.1800000;3472770
SBER;60;17/05/23;180000;229.6300000;2064850
SBER;60;17/05/23;190000;230.0100000;2016230
SBER;60;17/05/23;200000;230.4100000;1618940
SBER;60;17/05/23;210000;230.7000000;695390
SBER;60;17/05/23;220000;230.4900000;655050
SBER;60;17/05/23;230000;230.3300000;725420
SBER;60;18/05/23;000000;230.5500000;723650
SBER;60;18/05/23;110000;233.7300000;21324320
SBER;60;18/05/23;120000;232.7700000;9167370
SBER;60;18/05/23;130000;232.9500000;3058860
SBER;60;18/05/23;140000;232.8200000;1466680
SBER;60;18/05/23;150000;231.9300000;4439760
SBER;60;18/05/23;160000;231.0100000;4498470
SBER;60;18/05/23;170000;232.0800000;4117350
SBER;60;18/05/23;180000;232.2400000;1773370
SBER;60;18/05/23;190000;231.9600000;1054540
SBER;60;18/05/23;200000;231.5000000;1425490
SBER;60;18/05/23;210000;231.3700000;1261740
SBER;60;18/05/23;220000;231.5600000;784000
SBER;60;18/05/23;230000;231.4900000;579540
SBER;60;19/05/23;000000;231.7000000;957570
SBER;60;19/05/23;110000;230.4000000;7618620
SBER;60;19/05/23;120000;231.5500000;6541810
SBER;60;19/05/23;130000;231.5500000;2985480
SBER;60;19/05/23;140000;231.9300000;2903530
SBER;60;19/05/23;150000;231.6000000;1788190
SBER;60;19/05/23;160000;231.2700000;1011510
SBER;60;19/05/23;170000;231.3400000;1687420
SBER;60;19/05/23;180000;231.2800000;1327500
SBER;60;19/05/23;190000;230.8900000;2089150
SBER;60;19/05/23;200000;230.9200000;559480
SBER;60;19/05/23;210000;230.6700000;993780
SBER;60;19/05/23;220000;230.9600000;452610
SBER;60;19/05/23;230000;231.1400000;551240
SBER;60;20/05/23;000000;231.2700000;1030010
SBER;60;22/05/23;110000;231.3600000;5114170
SBER;60;22/05/23;120000;231.7600000;4420920
SBER;60;22/05/23;130000;230.9100000;3517060
SBER;60;22/05/23;140000;231.5000000;1554800
SBER;60;22/05/23;150000;230.5800000;2007610
SBER;60;22/05/23;160000;230.2600000;3637840
SBER;60;22/05/23;170000;230.6000000;1598370
SBER;60;22/05/23;180000;231.1400000;1861680
SBER;60;22/05/23;190000;231.1600000;702760
SBER;60;22/05/23;200000;231.1800000;439090
SBER;60;22/05/23;210000;230.9300000;333560
SBER;60;22/05/23;220000;231.1400000;313160
SBER;60;22/05/23;230000;231.2200000;431220
SBER;60;23/05/23;000000;231.0000000;419650
SBER;60;23/05/23;110000;231.2200000;4057830
SBER;60;23/05/23;120000;230.4000000;2822150
SBER;60;23/05/23;130000;230.6300000;1400640
SBER;60;23/05/23;140000;230.8500000;1346040
SBER;60;23/05/23;150000;231.0000000;1128050
SBER;60;23/05/23;160000;230.6000000;4093440
SBER;60;23/05/23;170000;231.1100000;2043830
SBER;60;23/05/23;180000;231.8200000;5988660
SBER;60;23/05/23;190000;236.0100000;22290960
SBER;60;23/05/23;200000;236.8100000;8701090
SBER;60;23/05/23;210000;235.6400000;5054970
SBER;60;23/05/23;220000;235.7000000;1209910
SBER;60;23/05/23;230000;235.7300000;1817020
SBER;60;24/05/23;000000;236.4300000;1041440
SBER;60;24/05/23;110000;237.0800000;10631590
SBER;60;24/05/23;120000;237.3600000;5710280
SBER;60;24/05/23;130000;237.4800000;2337030
SBER;60;24/05/23;140000;238.9800000;9050450
SBER;60;24/05/23;150000;238.7600000;4414550
SBER;60;24/05/23;160000;239.5100000;3825800
SBER;60;24/05/23;170000;240.4400000;7430680
SBER;60;24/05/23;180000;243.5200000;16215830
SBER;60;24/05/23;190000;242.8700000;7395280
SBER;60;24/05/23;200000;242.8500000;2753550
SBER;60;24/05/23;210000;242.9300000;1600140
SBER;60;24/05/23;220000;244.1300000;3115480
SBER;60;24/05/23;230000;244.7000000;4766370
SBER;60;25/05/23;000000;246.0600000;6603740
SBER;60;25/05/23;110000;244.8400000;22028420
SBER;60;25/05/23;120000;243.3500000;10123070
SBER;60;25/05/23;130000;243.8000000;9079820
SBER;60;25/05/23;140000;245.6900000;6527400
SBER;60;25/05/23;150000;244.7000000;4100960
SBER;60;25/05/23;160000;244.6300000;2863260
SBER;60;25/05/23;170000;243.8400000;4194160
SBER;60;25/05/23;180000;244.7000000;2411790
SBER;60;25/05/23;190000;244.8500000;3103190
SBER;60;25/05/23;200000;244.7700000;984590
SBER;60;25/05/23;210000;244.4000000;1322930
SBER;60;25/05/23;220000;244.4000000;673700
SBER;60;25/05/23;230000;243.9900000;1942600
SBER;60;26/05/23;000000;243.7600000;1226930
SBER;60;26/05/23;110000;244.2300000;7520950
SBER;60;26/05/23;120000;244.1900000;2939600
SBER;60;26/05/23;130000;244.1500000;2038100
SBER;60;26/05/23;140000;244.3600000;1464930
SBER;60;26/05/23;150000;244.4700000;5394530
SBER;60;26/05/23;160000;245.6800000;7575570
SBER;60;26/05/23;170000;246.2100000;6828410
SBER;60;26/05/23;180000;249.2100000;19318330
SBER;60;26/05/23;190000;248.3700000;7789750
SBER;60;26/05/23;200000;248.3400000;1899710
SBER;60;26/05/23;210000;248.0600000;1833770
SBER;60;26/05/23;220000;248.3700000;1577190
SBER;60;26/05/23;230000;248.3000000;1410890
SBER;60;27/05/23;000000;248.1000000;1521910
SBER;60;29/05/23;110000;249.2300000;19549400
SBER;60;29/05/23;120000;249.4000000;8457640
SBER;60;29/05/23;130000;249.2900000;3429730
SBER;60;29/05/23;140000;250.4100000;5699490
SBER;60;29/05/23;150000;249.7300000;2331140
SBER;60;29/05/23;160000;249.9200000;3469450
SBER;60;29/05/23;170000;250.0000000;2479290
SBER;60;29/05/23;180000;251.2000000;8033460
SBER;60;29/05/23;190000;252.5900000;5401410
SBER;60;29/05/23;200000;251.3800000;3606450
SBER;60;29/05/23;210000;251.6900000;1537610
SBER;60;29/05/23;220000;251.6000000;1150420
SBER;60;29/05/23;230000;251.7000000;974490
SBER;60;30/05/23;000000;251.1800000;1471350
SBER;60;30/05/23;110000;250.0300000;23207790
SBER;60;30/05/23;120000;249.6900000;4496960
SBER;60;30/05/23;130000;249.7100000;3333330
SBER;60;30/05/23;140000;249.5100000;2979260
SBER;60;30/05/23;150000;249.8600000;1799400
SBER;60;30/05/23;160000;249.2900000;1798520
SBER;60;30/05/23;170000;247.2600000;14871500
SBER;60;30/05/23;180000;245.5300000;15274600
SBER;60;30/05/23;190000;245.1900000;3738270
SBER;60;30/05/23;200000;246.2500000;4723150
SBER;60;30/05/23;210000;244.9900000;1912610
SBER;60;30/05/23;220000;245.2000000;1486710
SBER;60;30/05/23;230000;244.4700000;1671390
SBER;60;31/05/23;000000;244.6500000;1577800
SBER;60;31/05/23;110000;241.3000000;19815990
SBER;60;31/05/23;120000;242.2900000;12383300
SBER;60;31/05/23;130000;244.9000000;9340700
SBER;60;31/05/23;140000;246.4000000;9135280
SBER;60;31/05/23;150000;244.2900000;5004000
SBER;60;31/05/23;160000;245.1400000;2641630
SBER;60;31/05/23;170000;245.8000000;3705820
SBER;60;31/05/23;180000;246.5800000;3171500
SBER;60;31/05/23;190000;245.9100000;3106150
SBER;60;31/05/23;200000;245.5800000;1490860
SBER;60;31/05/23;210000;245.8400000;1167320
SBER;60;31/05/23;220000;245.7100000;562350
SBER;60;31/05/23;230000;245.6800000;540030
SBER;60;01/06/23;000000;246.1700000;732210
SBER;60;01/06/23;110000;245.0500000;8432040
SBER;60;01/06/23;120000;244.7500000;3863080
SBER;60;01/06/23;130000;243.7500000;6205760
SBER;60;01/06/23;140000;243.8600000;5078870
SBER;60;01/06/23;150000;243.4700000;2959230
SBER;60;01/06/23;160000;243.5800000;2334360
SBER;60;01/06/23;170000;242.8300000;3061140
SBER;60;01/06/23;180000;243.5500000;3116440
SBER;60;01/06/23;190000;242.3900000;2557320
SBER;60;01/06/23;200000;242.2300000;3973580
SBER;60;01/06/23;210000;242.1300000;2151310
SBER;60;01/06/23;220000;241.1600000;4528680
SBER;60;01/06/23;230000;241.6700000;2520870
SBER;60;02/06/23;000000;241.6600000;1114730
SBER;60;02/06/23;110000;241.5600000;13056480
SBER;60;02/06/23;120000;243.1500000;5115260
SBER;60;02/06/23;130000;243.6200000;5406190
SBER;60;02/06/23;140000;243.8100000;2844350
SBER;60;02/06/23;150000;243.6300000;2067110
SBER;60;02/06/23;160000;244.4000000;3532510
SBER;60;02/06/23;170000;244.8200000;5005590
SBER;60;02/06/23;180000;245.3900000;2277610
SBER;60;02/06/23;190000;244.8100000;1510660
SBER;60;02/06/23;200000;243.9000000;1537050
SBER;60;02/06/23;210000;244.2400000;1308620
SBER;60;02/06/23;220000;244.0100000;757490
SBER;60;02/06/23;230000;244.0300000;757400
SBER;60;03/06/23;000000;243.9500000;1288680
SBER;60;05/06/23;110000;242.5800000;9538780
SBER;60;05/06/23;120000;242.7400000;2981040
SBER;60;05/06/23;130000;242.5500000;2924760
SBER;60;05/06/23;140000;242.4000000;2020410
SBER;60;05/06/23;150000;240.9400000;7714670
SBER;60;05/06/23;160000;241.3300000;19454310
SBER;60;05/06/23;170000;240.6400000;5764230
SBER;60;05/06/23;180000;239.4500000;4010510
SBER;60;05/06/23;190000;239.9800000;4019110
SBER;60;05/06/23;200000;238.5000000;2337610
SBER;60;05/06/23;210000;236.8100000;6207060
SBER;60;05/06/23;220000;237.5000000;7794190
SBER;60;05/06/23;230000;236.6800000;2368610
SBER;60;06/06/23;000000;237.1200000;1515350
SBER;60;06/06/23;110000;234.9200000;27357770
SBER;60;06/06/23;120000;235.1600000;11294970
SBER;60;06/06/23;130000;234.0900000;7918690
SBER;60;06/06/23;140000;234.6000000;3011820
SBER;60;06/06/23;150000;235.5600000;4370130
SBER;60;06/06/23;160000;237.4100000;8793840
SBER;60;06/06/23;170000;238.1700000;6116730
SBER;60;06/06/23;180000;239.8100000;9146720
SBER;60;06/06/23;190000;240.6600000;11426500
SBER;60;06/06/23;200000;240.2700000;4734480
SBER;60;06/06/23;210000;239.9200000;1978210
SBER;60;06/06/23;220000;240.5100000;1362720
SBER;60;06/06/23;230000;240.8600000;1894120
SBER;60;07/06/23;000000;240.9100000;930400
SBER;60;07/06/23;110000;240.6000000;11724020
SBER;60;07/06/23;120000;242.7000000;11432890
SBER;60;07/06/23;130000;242.0600000;5380510
SBER;60;07/06/23;140000;242.8800000;3396680
SBER;60;07/06/23;150000;242.9800000;3399030
SBER;60;07/06/23;160000;244.1600000;5084390
SBER;60;07/06/23;170000;242.3600000;4535550
SBER;60;07/06/23;180000;241.3900000;10538640
SBER;60;07/06/23;190000;241.1700000;2871910
SBER;60;07/06/23;200000;241.3000000;1422140
SBER;60;07/06/23;210000;241.0500000;656300
SBER;60;07/06/23;220000;241.2400000;383890
SBER;60;07/06/23;230000;241.9000000;1335440
SBER;60;08/06/23;000000;241.2500000;921060
SBER;60;08/06/23;110000;240.5700000;7629100
SBER;60;08/06/23;120000;240.0400000;4046200
SBER;60;08/06/23;130000;240.5700000;1919980
SBER;60;08/06/23;140000;241.3600000;2343420
SBER;60;08/06/23;150000;242.7000000;3412380
SBER;60;08/06/23;160000;241.4600000;2247360
SBER;60;08/06/23;170000;240.9800000;3363010
SBER;60;08/06/23;180000;240.9800000;1232890
SBER;60;08/06/23;190000;241.5000000;906490
SBER;60;08/06/23;200000;241.2200000;463370
SBER;60;08/06/23;210000;241.0100000;387400
SBER;60;08/06/23;220000;241.2700000;556670
SBER;60;08/06/23;230000;241.6300000;488950
SBER;60;09/06/23;000000;241.7700000;854600
SBER;60;09/06/23;110000;241.9100000;7851820
SBER;60;09/06/23;120000;242.1200000;3668040
SBER;60;09/06/23;130000;241.5300000;1187290
SBER;60;09/06/23;140000;241.5700000;1109780
SBER;60;09/06/23;150000;241.9000000;1275320
SBER;60;09/06/23;160000;242.0400000;1286280
SBER;60;09/06/23;170000;241.4800000;2455590
SBER;60;09/06/23;180000;240.3500000;3034970
SBER;60;09/06/23;190000;241.2000000;1714260
SBER;60;09/06/23;200000;240.7800000;754420
SBER;60;09/06/23;210000;240.5400000;417200
SBER;60;09/06/23;220000;240.5200000;613070
SBER;60;09/06/23;230000;240.4800000;1055050
SBER;60;10/06/23;000000;240.4000000;1035510
SBER;60;13/06/23;110000;243.2700000;12399700
SBER;60;13/06/23;120000;243.8600000;7742690
SBER;60;13/06/23;130000;243.3000000;3951270
SBER;60;13/06/23;140000;243.1500000;2699410
SBER;60;13/06/23;150000;242.8300000;1639960
SBER;60;13/06/23;160000;242.7300000;1562040
SBER;60;13/06/23;170000;242.9500000;1535980
SBER;60;13/06/23;180000;243.1900000;1817130
SBER;60;13/06/23;190000;243.5800000;1507670
SBER;60;13/06/23;200000;243.9400000;2055980
SBER;60;13/06/23;210000;243.8200000;934700
SBER;60;13/06/23;220000;243.9400000;728350
SBER;60;13/06/23;230000;244.2500000;840040
SBER;60;14/06/23;000000;244.3300000;1063200
SBER;60;14/06/23;110000;246.9600000;14312880
SBER;60;14/06/23;120000;245.6200000;9749040
SBER;60;14/06/23;130000;245.5900000;3809530
SBER;60;14/06/23;140000;246.0500000;4268840
SBER;60;14/06/23;150000;245.8400000;1843630
SBER;60;14/06/23;160000;245.3200000;2005320
SBER;60;14/06/23;170000;245.2200000;1863480
SBER;60;14/06/23;180000;245.1100000;1511080
SBER;60;14/06/23;190000;244.2500000;5371040
SBER;60;14/06/23;200000;244.6700000;3773040
SBER;60;14/06/23;210000;244.4800000;757930
SBER;60;14/06/23;220000;244.0000000;1022320
SBER;60;14/06/23;230000;244.4500000;606020
SBER;60;15/06/23;000000;244.6000000;916710
SBER;60;15/06/23;110000;245.5300000;6332170
SBER;60;15/06/23;120000;245.0400000;3451570
SBER;60;15/06/23;130000;243.6000000;5037860
SBER;60;15/06/23;140000;243.4500000;2732370
SBER;60;15/06/23;150000;243.3800000;2570830
SBER;60;15/06/23;160000;245.7100000;9100150
SBER;60;15/06/23;170000;245.0000000;3570300
SBER;60;15/06/23;180000;245.0400000;2489150
SBER;60;15/06/23;190000;245.5000000;1592160
SBER;60;15/06/23;200000;245.0900000;687240
SBER;60;15/06/23;210000;244.8500000;475570
SBER;60;15/06/23;220000;245.0300000;635070
SBER;60;15/06/23;230000;245.0800000;654860
SBER;60;16/06/23;000000;245.1800000;686010
SBER;60;16/06/23;110000;244.7200000;5219570
SBER;60;16/06/23;120000;244.7300000;2372100
SBER;60;16/06/23;130000;244.1000000;1965100
SBER;60;16/06/23;140000;244.1400000;1959570
SBER;60;16/06/23;150000;244.2900000;1419610
SBER;60;16/06/23;160000;243.8000000;1705220
SBER;60;16/06/23;170000;243.8600000;1365960
SBER;60;16/06/23;180000;244.1900000;1201610
SBER;60;16/06/23;190000;245.0000000;1832100
SBER;60;16/06/23;200000;244.3500000;688250
SBER;60;16/06/23;210000;244.1200000;814460
SBER;60;16/06/23;220000;244.0700000;748220
SBER;60;16/06/23;230000;243.9000000;1131970
SBER;60;17/06/23;000000;243.8700000;887480
SBER;60;19/06/23;110000;242.4000000;10534840
SBER;60;19/06/23;120000;242.8600000;3688320
SBER;60;19/06/23;130000;241.7600000;3677090
SBER;60;19/06/23;140000;242.3400000;1757880
SBER;60;19/06/23;150000;242.5300000;1444550
SBER;60;19/06/23;160000;243.0900000;1834260
SBER;60;19/06/23;170000;242.4000000;1735150
SBER;60;19/06/23;180000;242.4200000;1037240
SBER;60;19/06/23;190000;242.5800000;1425790
SBER;60;19/06/23;200000;242.3500000;871490
SBER;60;19/06/23;210000;242.5000000;302470
SBER;60;19/06/23;220000;242.1200000;471230
SBER;60;19/06/23;230000;242.1200000;419190
SBER;60;20/06/23;000000;242.2800000;578360
SBER;60;20/06/23;110000;240.6000000;7879330
SBER;60;20/06/23;120000;240.5900000;3751040
SBER;60;20/06/23;130000;240.8000000;1431080
SBER;60;20/06/23;140000;240.8500000;2058610
SBER;60;20/06/23;150000;241.8500000;2891930
SBER;60;20/06/23;160000;240.7400000;2369840
SBER;60;20/06/23;170000;240.9500000;10049060
SBER;60;20/06/23;180000;240.9800000;1985780
SBER;60;20/06/23;190000;241.1500000;1669850
SBER;60;20/06/23;200000;241.5900000;750600
SBER;60;20/06/23;210000;241.5700000;352710
SBER;60;20/06/23;220000;241.8700000;509860
SBER;60;20/06/23;230000;241.7100000;521490
SBER;60;21/06/23;000000;241.7400000;356870
SBER;60;21/06/23;110000;240.7700000;3643730
SBER;60;21/06/23;120000;242.0900000;2602210
SBER;60;21/06/23;130000;241.9200000;1302240
SBER;60;21/06/23;140000;242.7000000;3624720
SBER;60;21/06/23;150000;243.6700000;4299980
SBER;60;21/06/23;160000;243.3700000;2663760
SBER;60;21/06/23;170000;243.1700000;2963700
SBER;60;21/06/23;180000;243.3900000;1518140
SBER;60;21/06/23;190000;243.3900000;921050
SBER;60;21/06/23;200000;243.0600000;647710
SBER;60;21/06/23;210000;243.2700000;310160
SBER;60;21/06/23;220000;243.0900000;755340
SBER;60;21/06/23;230000;242.8600000;495840
SBER;60;22/06/23;000000;242.2000000;896200
SBER;60;22/06/23;110000;241.5900000;4306320
SBER;60;22/06/23;120000;241.6800000;2230770
SBER;60;22/06/23;130000;241.6500000;2359940
SBER;60;22/06/23;140000;241.9600000;1019270
SBER;60;22/06/23;150000;242.4900000;2166460
SBER;60;22/06/23;160000;242.2000000;1554850
SBER;60;22/06/23;170000;241.9200000;1528800
SBER;60;22/06/23;180000;242.5600000;1248950
SBER;60;22/06/23;190000;242.0300000;778720
SBER;60;22/06/23;200000;241.9600000;476010
SBER;60;22/06/23;210000;241.9800000;205890
SBER;60;22/06/23;220000;241.9600000;196940
SBER;60;22/06/23;230000;240.2700000;2855470
SBER;60;23/06/23;000000;240.6600000;2165180
SBER;60;23/06/23;110000;239.7400000;9756290
SBER;60;23/06/23;120000;240.7200000;2910850
SBER;60;23/06/23;130000;240.1200000;1412210
SBER;60;23/06/23;140000;240.1500000;1453920
SBER;60;23/06/23;150000;240.0500000;1099310
SBER;60;23/06/23;160000;239.9900000;982850
SBER;60;23/06/23;170000;239.8800000;1218300
SBER;60;23/06/23;180000;239.0500000;4612730
SBER;60;23/06/23;190000;240.2900000;3645480
SBER;60;23/06/23;200000;240.1100000;1017390
SBER;60;23/06/23;210000;240.1300000;482950
SBER;60;23/06/23;220000;237.7000000;6360400
SBER;60;23/06/23;230000;236.1900000;13437700
SBER;60;24/06/23;000000;235.6700000;13271480
SBER;60;26/06/23;110000;237.0200000;22517650
SBER;60;26/06/23;120000;237.7100000;6295720
SBER;60;26/06/23;130000;238.2800000;2912080
SBER;60;26/06/23;140000;238.2000000;3132460
SBER;60;26/06/23;150000;238.5100000;1672140
SBER;60;26/06/23;160000;238.7400000;1389710
SBER;60;26/06/23;170000;239.4900000;1715240
SBER;60;26/06/23;180000;237.9400000;3656010
SBER;60;26/06/23;190000;237.5500000;2314420
SBER;60;26/06/23;200000;237.2500000;3223970
SBER;60;26/06/23;210000;236.7800000;1285290
SBER;60;26/06/23;220000;234.4700000;8089510
SBER;60;26/06/23;230000;236.9000000;19203520
SBER;60;27/06/23;000000;238.4000000;3624380
SBER;60;27/06/23;110000;236.8300000;5655700
SBER;60;27/06/23;120000;238.9500000;6102090
SBER;60;27/06/23;130000;239.0600000;4056250
SBER;60;27/06/23;140000;239.2600000;3670550
SBER;60;27/06/23;150000;239.4700000;2960730
SBER;60;27/06/23;160000;240.8100000;5451370
SBER;60;27/06/23;170000;241.3900000;5475660
SBER;60;27/06/23;180000;241.6500000;4074250
SBER;60;27/06/23;190000;241.3200000;6594470
SBER;60;27/06/23;200000;241.1700000;3227440
SBER;60;27/06/23;210000;240.5400000;1191490
SBER;60;27/06/23;220000;241.2300000;1123890
SBER;60;27/06/23;230000;241.8000000;1022880
SBER;60;28/06/23;000000;241.2100000;714490
SBER;60;28/06/23;110000;240.6400000;7643910
SBER;60;28/06/23;120000;239.4700000;4636150
SBER;60;28/06/23;130000;239.4500000;2984430
SBER;60;28/06/23;140000;239.6600000;2112870
SBER;60;28/06/23;150000;239.3900000;1102020
SBER;60;28/06/23;160000;239.6500000;4031260
SBER;60;28/06/23;170000;239.8400000;1057310
SBER;60;28/06/23;180000;239.9300000;590190
SBER;60;28/06/23;190000;240.0800000;1708710
SBER;60;28/06/23;200000;239.7200000;813510
SBER;60;28/06/23;210000;239.8500000;508110
SBER;60;28/06/23;220000;239.7200000;240160
SBER;60;28/06/23;230000;239.8000000;383370
SBER;60;29/06/23;000000;239.6700000;405550
SBER;60;29/06/23;110000;240.5900000;4154580
SBER;60;29/06/23;120000;240.2600000;4125360
SBER;60;29/06/23;130000;239.5400000;2563860
SBER;60;29/06/23;140000;239.7800000;2002050
SBER;60;29/06/23;150000;239.4800000;1767520
SBER;60;29/06/23;160000;239.5500000;1438890
SBER;60;29/06/23;170000;240.0700000;1703640
SBER;60;29/06/23;180000;240.9900000;4222480
SBER;60;29/06/23;190000;240.7000000;2915790
SBER;60;29/06/23;200000;240.1200000;1151370
SBER;60;29/06/23;210000;239.9800000;464430
SBER;60;29/06/23;220000;240.0500000;514810
SBER;60;29/06/23;230000;239.9500000;451660
SBER;60;30/06/23;000000;239.9900000;601230
SBER;60;30/06/23;110000;239.2200000;7035120
SBER;60;30/06/23;120000;238.7300000;1722430
SBER;60;30/06/23;130000;239.1200000;1839750
SBER;60;30/06/23;140000;239.3800000;1125350
SBER;60;30/06/23;150000;239.4100000;1380380
SBER;60;30/06/23;160000;239.2600000;1524170
SBER;60;30/06/23;170000;239.9300000;2333000
SBER;60;30/06/23;180000;240.2700000;2602910
SBER;60;30/06/23;190000;240.4000000;1843720
SBER;60;30/06/23;200000;239.7400000;552510
SBER;60;30/06/23;210000;239.9000000;260890
SBER;60;30/06/23;220000;239.7300000;282190
SBER;60;30/06/23;230000;239.6100000;602600
SBER;60;01/07/23;000000;239.6100000;906210
SBER;60;03/07/23;110000;239.9700000;3452600
SBER;60;03/07/23;120000;240.0000000;2659340
SBER;60;03/07/23;130000;240.9300000;4620380
SBER;60;03/07/23;140000;241.0800000;2505410
SBER;60;03/07/23;150000;242.4900000;7438790
SBER;60;03/07/23;160000;243.2200000;7053410
SBER;60;03/07/23;170000;243.1200000;3513850
SBER;60;03/07/23;180000;244.2300000;5760360
SBER;60;03/07/23;190000;243.8200000;4868040
SBER;60;03/07/23;200000;243.4200000;1879720
SBER;60;03/07/23;210000;243.6000000;1213160
SBER;60;03/07/23;220000;243.0700000;692990
SBER;60;03/07/23;230000;243.3400000;394210
SBER;60;04/07/23;000000;243.3300000;1154910
SBER;60;04/07/23;110000;242.6100000;8679630
SBER;60;04/07/23;120000;242.2500000;3057820
SBER;60;04/07/23;130000;241.4500000;4588820
SBER;60;04/07/23;140000;241.7800000;4121280
SBER;60;04/07/23;150000;241.8300000;1959830
SBER;60;04/07/23;160000;242.1100000;2440300
SBER;60;04/07/23;170000;241.9900000;1540310
SBER;60;04/07/23;180000;242.3700000;2144960
SBER;60;04/07/23;190000;242.5500000;3962390
SBER;60;04/07/23;200000;242.5600000;828220
SBER;60;04/07/23;210000;241.7300000;953820
SBER;60;04/07/23;220000;240.8000000;3405470
SBER;60;04/07/23;230000;240.9500000;1698070
SBER;60;05/07/23;000000;240.7000000;2106900
SBER;60;05/07/23;110000;241.5800000;3531350
SBER;60;05/07/23;120000;241.4600000;1799300
SBER;60;05/07/23;130000;240.8400000;2765090
SBER;60;05/07/23;140000;240.9000000;1095180
SBER;60;05/07/23;150000;240.7500000;1973950
SBER;60;05/07/23;160000;241.1200000;1797610
SBER;60;05/07/23;170000;240.9400000;1014680
SBER;60;05/07/23;180000;241.2300000;1531590
